,text,label
6,"The CBO found that the House Republican health care plan would lower premiums by ""up to about 10 percent"" and, for purchasers in the individual market, ""those cost savings could even be higher.""",1
7,"""Since 1981, reconciliation has been used 21 times. Most of it's been used by Republicans.""",1
9,"""One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).""",1
10,"""We were promised (the stimulus) would provide 'green jobs' for Americans, but 80% of the $2 billion they spent on alternative energy went to purchase wind turbines built in China!""",0
11,"""We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.""",0
13,"""$100,000 in  stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.""",1
15,"In the stimulus, ""$15 million dollars  went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska,  population 165.""",1
16,"The stimulus bill ""didnt create one new job.""",0
18,"""In the three months before the act took  effect, America lost 750,000 jobs a month. In the last three months, we've lost  about 35,000 jobs a month.""",1
19,"""There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now.""",1
22,The Bush administration prosecuted 190 suspected terrorists in federal courts.,0
23,"Despite touting the economic stimulus as a great triumph, ""The very same report, however, notes that unemployment will average 10 percent for the rest of the year.""",1
24,"Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.",0
25,"On the new dollar coins, ""'In God We Trust' is gone!""",0
26,A Democratic poll operation shows that Fox News is the most trusted news operation in the country.,1
27,One-third of the economic stimulus package was tax cuts.,1
29,"Vice President Joe Biden's meeting ""with the transparency and accountability board . . . was closed to the public.""",0
31,"""Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' """,0
32,"""The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.'""",1
33,"Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings.""",1
34,"""The money supply has doubled in the last year.""",0
35,"""We're also cutting a Forest Service economic development program that strayed so far from any mission that it funded a music festival.""",0
37,"The Senate-passed health care bill ""is identical to the Massachusetts health care plan -- the same thing.""",1
38,"""Federal employees are making twice as much as their private counterparts.""",0
40,"""We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.""",1
43,"""What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.""",0
44,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",1
45,"""Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions"" on health care.",1
46,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",0
47,"""President Obama's proposed 'spending freeze' will only reduce the $42 trillion in government spending proposed between 2011 and 2020 by little more than one-half of 1 percent.""",1
48,"""President Obama pledged to go through the budget 'line by line,' but on his watch, non-defense spending has spiraled out of control, increasing by 67 percent in the last year alone.""",0
49,"""A majority of Americans still oppose this health care bill.""",1
51,"""Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.""",1
52,"""We cut taxes for 95 percent of working families.""",1
53,"""Last week, the Supreme Court reversed a century of law that I believe will open the floodgates for special interests  including foreign corporations  to spend without limit in our elections.""",0
54,"""At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.""",1
55,"""We've excluded lobbyists from policymaking jobs.""",0
58,"""For the first time in history, my administration posts our White House visitors online.""",1
60,"""PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.""",1
61,Right now the Tea Party polls higher than the Republicans and the Democrats.,0
62,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",1
63,"""With a stroke of a pen, the (U.S. Supreme Court) decided to overrule the 100-year-old ban on corporate expenditures.""",0
64,"""As long as I have served . . . This is the first time  every single solitary decision has required 60 senators.""",0
65,"Members of Congress passed a pay raise for themselves of $10,000 over two years even as they voted not to raise Social Security benefits for 2010 and 2011.",0
66,"The Democrats' health care bills would provide ""free health care for illegal immigrants.""",0
67,"The House health care bill provides for ""free abortion services, and probably forced participation in abortions by members of the medical profession.""",0
68,There are high administrative costs when you donate to Haiti relief through the White House Web site.,0
69,"In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.",1
70,"""The Washington Times ... pointed out that we had succeeded where previous administrations had failed"" on spending cuts.",1
71,"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.",0
